player_id,full_name,short_name,position,secondary_positions,nationality,birthdate,height_cm,weight_kg,preferred_foot,current_club,club_id,market_value,contract_until,photo_url,last_seen_at,source_meta,metrics,gols,assistencias,xg,passes_precisos_pct,dribles_ganhos,duelos_aereos_ganhos_pct,interceptacoes,desarmes,grandes_chances_criadas,passes_decisivos,finalizacoes_no_alvo,minutos_jogados,jogos
515702,Henry Gabriel Vieira,Thomas,Meias-atacantes,,França,1999-11-30,166,73,Left,Bayern Munich,868,14.8,2028-12-06,https://example.com/photo.jpg,2026-04-10T12:09:06.314137,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.314137""}","{""gols"": 26, ""assistencias"": 12, ""xg"": 12.29, ""passes_precisos_pct"": 71.2, ""dribles_ganhos"": 42, ""duelos_aereos_ganhos_pct"": 63.7, ""interceptacoes"": 5, ""desarmes"": 5, ""grandes_chances_criadas"": 7, ""passes_decisivos"": 44, ""finalizacoes_no_alvo"": 52, ""minutos_jogados"": 630, ""jogos"": 11}",26,12,12.29,71.2,42,63.7,5,5,7,44,52,630,11
737341,Sr. Brayan Sousa,Luigi,Centroavantes,,França,1991-04-16,184,62,Right,Arsenal,278,54.7,2030-09-21,https://example.com/photo.jpg,2026-04-10T12:09:06.314137,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.314137""}","{""gols"": 1, ""assistencias"": 11, ""xg"": 22.92, ""passes_precisos_pct"": 60.8, ""dribles_ganhos"": 23, ""duelos_aereos_ganhos_pct"": 36.0, ""interceptacoes"": 18, ""desarmes"": 12, ""grandes_chances_criadas"": 13, ""passes_decisivos"": 34, ""finalizacoes_no_alvo"": 17, ""minutos_jogados"": 847, ""jogos"": 36}",1,11,22.92,60.8,23,36.0,18,12,13,34,17,847,36
172572,Dr. Igor da Conceição,Bryan,Laterais,,Brasil,2008-05-04,176,84,Left,Real Madrid,528,98.1,2029-11-16,https://example.com/photo.jpg,2026-04-10T12:09:06.314137,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.314137""}","{""gols"": 4, ""assistencias"": 17, ""xg"": 0.14, ""passes_precisos_pct"": 61.6, ""dribles_ganhos"": 72, ""duelos_aereos_ganhos_pct"": 67.3, ""interceptacoes"": 95, ""desarmes"": 53, ""grandes_chances_criadas"": 7, ""passes_decisivos"": 70, ""finalizacoes_no_alvo"": 5, ""minutos_jogados"": 519, ""jogos"": 22}",4,17,0.14,61.6,72,67.3,95,53,7,70,5,519,22
589136,Daniel Araújo,Antônio,Goleiro,,Alemanha,1992-06-24,165,94,Ambidextrous,Inter Milan,305,29.0,2029-02-15,https://example.com/photo.jpg,2026-04-10T12:09:06.314137,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.314137""}","{""gols"": 3, ""assistencias"": 0, ""xg"": 2.81, ""passes_precisos_pct"": 86.6, ""dribles_ganhos"": 0, ""duelos_aereos_ganhos_pct"": 87.0, ""interceptacoes"": 20, ""desarmes"": 18, ""grandes_chances_criadas"": 0, ""passes_decisivos"": 0, ""finalizacoes_no_alvo"": 10, ""minutos_jogados"": 1494, ""jogos"": 19}",3,0,2.81,86.6,0,87.0,20,18,0,0,10,1494,19
605529,Carlos Eduardo Cunha,Carlos Eduardo,Centroavantes,,Brasil,2001-11-15,200,81,Right,Man City,251,59.9,2027-06-13,https://example.com/photo.jpg,2026-04-10T12:09:06.314137,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.314137""}","{""gols"": 9, ""assistencias"": 1, ""xg"": 6.56, ""passes_precisos_pct"": 93.1, ""dribles_ganhos"": 8, ""duelos_aereos_ganhos_pct"": 74.9, ""interceptacoes"": 10, ""desarmes"": 30, ""grandes_chances_criadas"": 17, ""passes_decisivos"": 60, ""finalizacoes_no_alvo"": 20, ""minutos_jogados"": 2683, ""jogos"": 24}",9,1,6.56,93.1,8,74.9,10,30,17,60,20,2683,24
164562,Miguel Silva,Yan,Centroavantes,,França,1990-02-11,167,86,Ambidextrous,Botafogo,950,96.3,2031-01-29,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 1, ""assistencias"": 6, ""xg"": 14.95, ""passes_precisos_pct"": 74.0, ""dribles_ganhos"": 16, ""duelos_aereos_ganhos_pct"": 65.5, ""interceptacoes"": 9, ""desarmes"": 10, ""grandes_chances_criadas"": 25, ""passes_decisivos"": 25, ""finalizacoes_no_alvo"": 17, ""minutos_jogados"": 2654, ""jogos"": 31}",1,6,14.95,74.0,16,65.5,9,10,25,25,17,2654,31
971622,Rhavi Montenegro,Pedro Miguel,Centroavantes,,Brasil,1992-04-18,191,92,Right,Bayern Munich,482,56.8,2028-08-09,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 22, ""assistencias"": 14, ""xg"": 22.67, ""passes_precisos_pct"": 54.8, ""dribles_ganhos"": 72, ""duelos_aereos_ganhos_pct"": 68.2, ""interceptacoes"": 3, ""desarmes"": 24, ""grandes_chances_criadas"": 17, ""passes_decisivos"": 4, ""finalizacoes_no_alvo"": 47, ""minutos_jogados"": 2044, ""jogos"": 20}",22,14,22.67,54.8,72,68.2,3,24,17,4,47,2044,20
666947,Raul Gomes,Augusto,Médios,,Espanha,1997-10-26,180,95,Ambidextrous,Botafogo,90,127.3,2028-08-20,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 2, ""assistencias"": 1, ""xg"": 2.64, ""passes_precisos_pct"": 52.9, ""dribles_ganhos"": 1, ""duelos_aereos_ganhos_pct"": 67.5, ""interceptacoes"": 16, ""desarmes"": 25, ""grandes_chances_criadas"": 21, ""passes_decisivos"": 53, ""finalizacoes_no_alvo"": 3, ""minutos_jogados"": 1271, ""jogos"": 15}",2,1,2.64,52.9,1,67.5,16,25,21,53,3,1271,15
981101,Emanuel Montenegro,Erick,Laterais,,Espanha,2004-03-29,180,67,Right,São Paulo,188,55.6,2030-08-01,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 3, ""assistencias"": 7, ""xg"": 0.16, ""passes_precisos_pct"": 90.0, ""dribles_ganhos"": 8, ""duelos_aereos_ganhos_pct"": 52.4, ""interceptacoes"": 74, ""desarmes"": 1, ""grandes_chances_criadas"": 14, ""passes_decisivos"": 24, ""finalizacoes_no_alvo"": 9, ""minutos_jogados"": 2460, ""jogos"": 29}",3,7,0.16,90.0,8,52.4,74,1,14,24,9,2460,29
132979,Pedro Henrique da Mata,Pedro Henrique,Médios,,Argentina,1991-01-23,173,77,Ambidextrous,Arsenal,993,10.0,2028-01-20,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 1, ""assistencias"": 6, ""xg"": 1.15, ""passes_precisos_pct"": 75.3, ""dribles_ganhos"": 48, ""duelos_aereos_ganhos_pct"": 67.2, ""interceptacoes"": 14, ""desarmes"": 0, ""grandes_chances_criadas"": 20, ""passes_decisivos"": 68, ""finalizacoes_no_alvo"": 9, ""minutos_jogados"": 864, ""jogos"": 16}",1,6,1.15,75.3,48,67.2,14,0,20,68,9,864,16
324294,João Miguel Vasconcelos,Liam,Laterais,,Argentina,2000-03-23,167,80,Ambidextrous,Botafogo,930,64.3,2028-11-02,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 4, ""assistencias"": 15, ""xg"": 0.12, ""passes_precisos_pct"": 95.0, ""dribles_ganhos"": 29, ""duelos_aereos_ganhos_pct"": 48.4, ""interceptacoes"": 7, ""desarmes"": 50, ""grandes_chances_criadas"": 13, ""passes_decisivos"": 29, ""finalizacoes_no_alvo"": 14, ""minutos_jogados"": 2670, ""jogos"": 19}",4,15,0.12,95.0,29,48.4,7,50,13,29,14,2670,19
231980,Benjamim Mendes,Levi,Goleiro,,Inglaterra,1998-07-09,190,71,Left,Man City,218,22.1,2028-06-05,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 1, ""assistencias"": 0, ""xg"": 0.1, ""passes_precisos_pct"": 91.3, ""dribles_ganhos"": 0, ""duelos_aereos_ganhos_pct"": 71.1, ""interceptacoes"": 19, ""desarmes"": 0, ""grandes_chances_criadas"": 0, ""passes_decisivos"": 0, ""finalizacoes_no_alvo"": 10, ""minutos_jogados"": 1113, ""jogos"": 28}",1,0,0.1,91.3,0,71.1,19,0,0,0,10,1113,28
310297,Vicente da Cruz,Bryan,Laterais,,Brasil,1991-06-29,197,60,Ambidextrous,Arsenal,117,68.3,2027-10-03,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 0, ""assistencias"": 0, ""xg"": 2.33, ""passes_precisos_pct"": 54.9, ""dribles_ganhos"": 78, ""duelos_aereos_ganhos_pct"": 89.2, ""interceptacoes"": 5, ""desarmes"": 14, ""grandes_chances_criadas"": 16, ""passes_decisivos"": 79, ""finalizacoes_no_alvo"": 4, ""minutos_jogados"": 1337, ""jogos"": 30}",0,0,2.33,54.9,78,89.2,5,14,16,79,4,1337,30
994404,Bento da Luz,Cauê,Laterais,,Alemanha,1998-11-18,168,78,Ambidextrous,Arsenal,35,37.9,2029-03-08,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 1, ""assistencias"": 19, ""xg"": 2.56, ""passes_precisos_pct"": 80.4, ""dribles_ganhos"": 24, ""duelos_aereos_ganhos_pct"": 60.9, ""interceptacoes"": 34, ""desarmes"": 52, ""grandes_chances_criadas"": 3, ""passes_decisivos"": 30, ""finalizacoes_no_alvo"": 10, ""minutos_jogados"": 2603, ""jogos"": 11}",1,19,2.56,80.4,24,60.9,34,52,3,30,10,2603,11
66348,João Lucas Montenegro,Nathan,Laterais,,Espanha,2007-02-03,189,64,Right,Inter Milan,486,144.3,2027-07-03,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 5, ""assistencias"": 16, ""xg"": 0.08, ""passes_precisos_pct"": 93.6, ""dribles_ganhos"": 14, ""duelos_aereos_ganhos_pct"": 58.9, ""interceptacoes"": 71, ""desarmes"": 83, ""grandes_chances_criadas"": 20, ""passes_decisivos"": 69, ""finalizacoes_no_alvo"": 9, ""minutos_jogados"": 1544, ""jogos"": 22}",5,16,0.08,93.6,14,58.9,71,83,20,69,9,1544,22
730012,Dr. Murilo da Mota,Arthur Miguel,Médios,,Brasil,1992-11-11,165,67,Left,Bayern Munich,637,107.3,2027-05-18,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 0, ""assistencias"": 18, ""xg"": 0.26, ""passes_precisos_pct"": 51.5, ""dribles_ganhos"": 36, ""duelos_aereos_ganhos_pct"": 74.2, ""interceptacoes"": 8, ""desarmes"": 8, ""grandes_chances_criadas"": 19, ""passes_decisivos"": 65, ""finalizacoes_no_alvo"": 2, ""minutos_jogados"": 1375, ""jogos"": 28}",0,18,0.26,51.5,36,74.2,8,8,19,65,2,1375,28
125437,Luiz Otávio Ribeiro,Paulo,Extremos,,Brasil,2007-06-08,172,65,Right,Bayern Munich,436,118.0,2030-02-11,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 15, ""assistencias"": 11, ""xg"": 21.96, ""passes_precisos_pct"": 57.3, ""dribles_ganhos"": 50, ""duelos_aereos_ganhos_pct"": 47.1, ""interceptacoes"": 16, ""desarmes"": 0, ""grandes_chances_criadas"": 5, ""passes_decisivos"": 44, ""finalizacoes_no_alvo"": 34, ""minutos_jogados"": 3081, ""jogos"": 15}",15,11,21.96,57.3,50,47.1,16,0,5,44,34,3081,15
989652,Yago da Costa,Gael,Médios,,Alemanha,2005-09-14,188,71,Left,Arsenal,680,38.6,2027-07-08,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 4, ""assistencias"": 19, ""xg"": 0.8, ""passes_precisos_pct"": 77.7, ""dribles_ganhos"": 67, ""duelos_aereos_ganhos_pct"": 66.6, ""interceptacoes"": 17, ""desarmes"": 19, ""grandes_chances_criadas"": 8, ""passes_decisivos"": 56, ""finalizacoes_no_alvo"": 9, ""minutos_jogados"": 1036, ""jogos"": 16}",4,19,0.8,77.7,67,66.6,17,19,8,56,9,1036,16
99683,Samuel Araújo,Thiago,Meias-atacantes,,Inglaterra,1995-11-25,175,69,Right,Real Madrid,133,95.3,2029-10-09,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 16, ""assistencias"": 0, ""xg"": 3.32, ""passes_precisos_pct"": 94.9, ""dribles_ganhos"": 19, ""duelos_aereos_ganhos_pct"": 52.4, ""interceptacoes"": 20, ""desarmes"": 24, ""grandes_chances_criadas"": 24, ""passes_decisivos"": 39, ""finalizacoes_no_alvo"": 43, ""minutos_jogados"": 1081, ""jogos"": 13}",16,0,3.32,94.9,19,52.4,20,24,24,39,43,1081,13
655270,Leandro Rocha,João Felipe,Laterais,,França,1993-12-24,180,68,Ambidextrous,Bayern Munich,927,117.8,2029-05-04,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 4, ""assistencias"": 15, ""xg"": 0.47, ""passes_precisos_pct"": 86.2, ""dribles_ganhos"": 8, ""duelos_aereos_ganhos_pct"": 39.7, ""interceptacoes"": 56, ""desarmes"": 56, ""grandes_chances_criadas"": 12, ""passes_decisivos"": 39, ""finalizacoes_no_alvo"": 4, ""minutos_jogados"": 1393, ""jogos"": 33}",4,15,0.47,86.2,8,39.7,56,56,12,39,4,1393,33
632893,Lorenzo Monteiro,João Miguel,Meias-atacantes,,Espanha,2004-07-01,173,91,Right,Flamengo,772,84.1,2027-11-18,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 25, ""assistencias"": 10, ""xg"": 22.85, ""passes_precisos_pct"": 58.6, ""dribles_ganhos"": 97, ""duelos_aereos_ganhos_pct"": 41.4, ""interceptacoes"": 10, ""desarmes"": 12, ""grandes_chances_criadas"": 17, ""passes_decisivos"": 38, ""finalizacoes_no_alvo"": 29, ""minutos_jogados"": 1186, ""jogos"": 12}",25,10,22.85,58.6,97,41.4,10,12,17,38,29,1186,12
671588,Igor Rios,Emanuel,Laterais,,Argentina,1995-10-14,174,89,Right,Arsenal,738,16.5,2028-11-27,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 3, ""assistencias"": 10, ""xg"": 2.17, ""passes_precisos_pct"": 81.1, ""dribles_ganhos"": 11, ""duelos_aereos_ganhos_pct"": 60.3, ""interceptacoes"": 17, ""desarmes"": 40, ""grandes_chances_criadas"": 11, ""passes_decisivos"": 45, ""finalizacoes_no_alvo"": 9, ""minutos_jogados"": 2565, ""jogos"": 24}",3,10,2.17,81.1,11,60.3,17,40,11,45,9,2565,24
629771,Theodoro Gonçalves,Luigi,Extremos,,Brasil,1997-05-27,195,94,Left,Botafogo,397,42.6,2029-01-14,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 13, ""assistencias"": 18, ""xg"": 14.11, ""passes_precisos_pct"": 51.1, ""dribles_ganhos"": 95, ""duelos_aereos_ganhos_pct"": 38.5, ""interceptacoes"": 20, ""desarmes"": 27, ""grandes_chances_criadas"": 15, ""passes_decisivos"": 1, ""finalizacoes_no_alvo"": 34, ""minutos_jogados"": 1074, ""jogos"": 15}",13,18,14.11,51.1,95,38.5,20,27,15,1,34,1074,15
625233,Eduardo Teixeira,Thomas,Goleiro,,Espanha,1990-06-27,192,84,Ambidextrous,Botafogo,886,147.3,2029-04-05,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 3, ""assistencias"": 0, ""xg"": 2.57, ""passes_precisos_pct"": 94.4, ""dribles_ganhos"": 0, ""duelos_aereos_ganhos_pct"": 69.5, ""interceptacoes"": 16, ""desarmes"": 14, ""grandes_chances_criadas"": 0, ""passes_decisivos"": 0, ""finalizacoes_no_alvo"": 7, ""minutos_jogados"": 2568, ""jogos"": 13}",3,0,2.57,94.4,0,69.5,16,14,0,0,7,2568,13
792856,Pietro Ramos,José Pedro,Laterais,,Alemanha,2006-04-03,170,75,Ambidextrous,Arsenal,963,137.7,2029-07-08,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 5, ""assistencias"": 3, ""xg"": 2.36, ""passes_precisos_pct"": 77.9, ""dribles_ganhos"": 79, ""duelos_aereos_ganhos_pct"": 25.4, ""interceptacoes"": 10, ""desarmes"": 61, ""grandes_chances_criadas"": 0, ""passes_decisivos"": 7, ""finalizacoes_no_alvo"": 14, ""minutos_jogados"": 2688, ""jogos"": 26}",5,3,2.36,77.9,79,25.4,10,61,0,7,14,2688,26
825080,Vitor Hugo Câmara,Vinícius,Goleiro,,Inglaterra,1990-09-26,166,86,Right,Man City,656,34.8,2030-11-09,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 4, ""assistencias"": 0, ""xg"": 2.15, ""passes_precisos_pct"": 88.5, ""dribles_ganhos"": 0, ""duelos_aereos_ganhos_pct"": 32.6, ""interceptacoes"": 17, ""desarmes"": 24, ""grandes_chances_criadas"": 0, ""passes_decisivos"": 0, ""finalizacoes_no_alvo"": 4, ""minutos_jogados"": 889, ""jogos"": 33}",4,0,2.15,88.5,0,32.6,17,24,0,0,4,889,33
546854,Sr. Antony Barbosa,Calebe,Laterais,,Argentina,1990-06-24,181,80,Ambidextrous,Man City,416,6.2,2028-01-18,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 1, ""assistencias"": 4, ""xg"": 2.23, ""passes_precisos_pct"": 59.0, ""dribles_ganhos"": 18, ""duelos_aereos_ganhos_pct"": 31.6, ""interceptacoes"": 62, ""desarmes"": 26, ""grandes_chances_criadas"": 4, ""passes_decisivos"": 26, ""finalizacoes_no_alvo"": 6, ""minutos_jogados"": 1864, ""jogos"": 13}",1,4,2.23,59.0,18,31.6,62,26,4,26,6,1864,13
981375,Matheus Barros,Eduardo,Volantes,,Alemanha,1992-08-07,177,63,Ambidextrous,Arsenal,762,75.5,2029-01-14,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 5, ""assistencias"": 8, ""xg"": 2.44, ""passes_precisos_pct"": 58.8, ""dribles_ganhos"": 71, ""duelos_aereos_ganhos_pct"": 55.6, ""interceptacoes"": 59, ""desarmes"": 15, ""grandes_chances_criadas"": 10, ""passes_decisivos"": 11, ""finalizacoes_no_alvo"": 9, ""minutos_jogados"": 1109, ""jogos"": 12}",5,8,2.44,58.8,71,55.6,59,15,10,11,9,1109,12
895104,Cauã Ferreira,Mathias,Centroavantes,,França,2002-03-14,183,76,Left,Palmeiras,116,35.0,2029-12-30,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 14, ""assistencias"": 19, ""xg"": 19.28, ""passes_precisos_pct"": 58.7, ""dribles_ganhos"": 32, ""duelos_aereos_ganhos_pct"": 78.0, ""interceptacoes"": 16, ""desarmes"": 23, ""grandes_chances_criadas"": 20, ""passes_decisivos"": 17, ""finalizacoes_no_alvo"": 25, ""minutos_jogados"": 2385, ""jogos"": 36}",14,19,19.28,58.7,32,78.0,16,23,20,17,25,2385,36
679322,Benjamin Costa,Nathan,Extremos,,Inglaterra,2007-12-12,197,66,Left,Bayern Munich,389,54.2,2029-01-22,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 16, ""assistencias"": 19, ""xg"": 11.27, ""passes_precisos_pct"": 71.7, ""dribles_ganhos"": 1, ""duelos_aereos_ganhos_pct"": 26.2, ""interceptacoes"": 13, ""desarmes"": 21, ""grandes_chances_criadas"": 25, ""passes_decisivos"": 29, ""finalizacoes_no_alvo"": 38, ""minutos_jogados"": 960, ""jogos"": 31}",16,19,11.27,71.7,1,26.2,13,21,25,29,38,960,31
475424,Dr. Matheus Cirino,Davi Lucas,Goleiro,,Alemanha,2001-07-26,172,74,Left,Palmeiras,150,53.2,2027-09-27,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 4, ""assistencias"": 0, ""xg"": 0.3, ""passes_precisos_pct"": 66.8, ""dribles_ganhos"": 0, ""duelos_aereos_ganhos_pct"": 82.5, ""interceptacoes"": 10, ""desarmes"": 15, ""grandes_chances_criadas"": 0, ""passes_decisivos"": 0, ""finalizacoes_no_alvo"": 4, ""minutos_jogados"": 2695, ""jogos"": 16}",4,0,0.3,66.8,0,82.5,10,15,0,0,4,2695,16
614082,Bryan Fernandes,José Miguel,Extremos,,Brasil,1989-06-10,166,92,Left,Bayern Munich,398,57.6,2027-05-08,https://example.com/photo.jpg,2026-04-10T12:09:06.315177,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.315177""}","{""gols"": 8, ""assistencias"": 1, ""xg"": 7.86, ""passes_precisos_pct"": 73.0, ""dribles_ganhos"": 76, ""duelos_aereos_ganhos_pct"": 37.2, ""interceptacoes"": 15, ""desarmes"": 17, ""grandes_chances_criadas"": 1, ""passes_decisivos"": 28, ""finalizacoes_no_alvo"": 56, ""minutos_jogados"": 1887, ""jogos"": 29}",8,1,7.86,73.0,76,37.2,15,17,1,28,56,1887,29
991036,Antony Nascimento,Paulo,Zagueiros,,Inglaterra,1997-11-11,183,95,Ambidextrous,Arsenal,982,36.8,2031-02-17,https://example.com/photo.jpg,2026-04-10T12:09:06.317206,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.317206""}","{""gols"": 1, ""assistencias"": 14, ""xg"": 0.61, ""passes_precisos_pct"": 76.9, ""dribles_ganhos"": 61, ""duelos_aereos_ganhos_pct"": 56.4, ""interceptacoes"": 81, ""desarmes"": 89, ""grandes_chances_criadas"": 19, ""passes_decisivos"": 78, ""finalizacoes_no_alvo"": 7, ""minutos_jogados"": 3071, ""jogos"": 23}",1,14,0.61,76.9,61,56.4,81,89,19,78,7,3071,23
841015,Rael Barros,Henry Gabriel,Laterais,,Alemanha,2008-02-06,167,90,Left,Palmeiras,5,92.2,2028-01-06,https://example.com/photo.jpg,2026-04-10T12:09:06.317206,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.317206""}","{""gols"": 5, ""assistencias"": 18, ""xg"": 0.29, ""passes_precisos_pct"": 57.2, ""dribles_ganhos"": 21, ""duelos_aereos_ganhos_pct"": 49.7, ""interceptacoes"": 75, ""desarmes"": 68, ""grandes_chances_criadas"": 2, ""passes_decisivos"": 53, ""finalizacoes_no_alvo"": 7, ""minutos_jogados"": 1250, ""jogos"": 10}",5,18,0.29,57.2,21,49.7,75,68,2,53,7,1250,10
548553,João Pedro Fogaça,João Guilherme,Volantes,,Espanha,1998-07-11,168,95,Right,Man City,786,139.6,2028-06-24,https://example.com/photo.jpg,2026-04-10T12:09:06.317206,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.317206""}","{""gols"": 5, ""assistencias"": 18, ""xg"": 1.49, ""passes_precisos_pct"": 58.9, ""dribles_ganhos"": 25, ""duelos_aereos_ganhos_pct"": 44.5, ""interceptacoes"": 32, ""desarmes"": 30, ""grandes_chances_criadas"": 19, ""passes_decisivos"": 38, ""finalizacoes_no_alvo"": 12, ""minutos_jogados"": 1774, ""jogos"": 33}",5,18,1.49,58.9,25,44.5,32,30,19,38,12,1774,33
492481,Luiz Miguel da Mata,Luiz Henrique,Zagueiros,,França,1998-12-23,187,68,Ambidextrous,Arsenal,507,35.6,2027-09-26,https://example.com/photo.jpg,2026-04-10T12:09:06.317206,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.317206""}","{""gols"": 5, ""assistencias"": 8, ""xg"": 1.6, ""passes_precisos_pct"": 78.2, ""dribles_ganhos"": 22, ""duelos_aereos_ganhos_pct"": 53.4, ""interceptacoes"": 72, ""desarmes"": 120, ""grandes_chances_criadas"": 22, ""passes_decisivos"": 80, ""finalizacoes_no_alvo"": 11, ""minutos_jogados"": 682, ""jogos"": 34}",5,8,1.6,78.2,22,53.4,72,120,22,80,11,682,34
774047,Lucca Montenegro,Renan,Volantes,,Argentina,1990-02-15,198,86,Right,São Paulo,717,8.0,2029-03-20,https://example.com/photo.jpg,2026-04-10T12:09:06.317206,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.317206""}","{""gols"": 2, ""assistencias"": 2, ""xg"": 0.22, ""passes_precisos_pct"": 54.7, ""dribles_ganhos"": 28, ""duelos_aereos_ganhos_pct"": 81.0, ""interceptacoes"": 0, ""desarmes"": 37, ""grandes_chances_criadas"": 3, ""passes_decisivos"": 58, ""finalizacoes_no_alvo"": 3, ""minutos_jogados"": 695, ""jogos"": 15}",2,2,0.22,54.7,28,81.0,0,37,3,58,3,695,15
776964,Isaque Costela,Dante,Laterais,,Alemanha,1993-01-19,191,71,Left,Botafogo,633,21.6,2029-09-16,https://example.com/photo.jpg,2026-04-10T12:09:06.317206,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.317206""}","{""gols"": 3, ""assistencias"": 7, ""xg"": 1.47, ""passes_precisos_pct"": 51.8, ""dribles_ganhos"": 89, ""duelos_aereos_ganhos_pct"": 50.5, ""interceptacoes"": 46, ""desarmes"": 115, ""grandes_chances_criadas"": 13, ""passes_decisivos"": 43, ""finalizacoes_no_alvo"": 11, ""minutos_jogados"": 1617, ""jogos"": 35}",3,7,1.47,51.8,89,50.5,46,115,13,43,11,1617,35
